Log,Label
2660 WARN dfs.DataNode$DataXceiver: 10.250.15.198:50010:Got exception while serving  to /10.251.125.237:,Normal
2671 WARN dfs.DataNode$DataXceiver: 10.251.194.102:50010:Got exception while serving  to /10.251.106.10:,Normal
2694 WARN dfs.DataNode$DataXceiver: 10.251.30.85:50010:Got exception while serving  to /10.250.11.85:,Normal
2706 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving  to /10.250.7.32:,Normal
2708 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.251.122.38:,Normal
2709 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.250.14.224:,Normal
2711 WARN dfs.DataNode$DataXceiver: 10.251.111.80:50010:Got exception while serving  to /10.251.111.80:,Normal
2713 WARN dfs.DataNode$DataXceiver: 10.251.67.113:50010:Got exception while serving  to /10.251.107.242:,Normal
2714 WARN dfs.DataNode$DataXceiver: 10.251.67.113:50010:Got exception while serving  to /10.251.214.112:,Normal
2715 WARN dfs.DataNode$DataXceiver: 10.251.67.113:50010:Got exception while serving  to /10.251.67.113:,Normal
2718 WARN dfs.DataNode$DataXceiver: 10.250.10.100:50010:Got exception while serving  to /10.250.14.196:,Normal
2718 WARN dfs.DataNode$DataXceiver: 10.251.121.224:50010:Got exception while serving  to /10.251.70.112:,Normal
2728 WARN dfs.DataNode$DataXceiver: 10.251.30.6:50010:Got exception while serving  to /10.251.110.8:,Normal
2731 WARN dfs.DataNode$DataXceiver: 10.251.111.130:50010:Got exception while serving  to /10.251.91.15:,Normal
2731 WARN dfs.DataNode$DataXceiver: 10.251.30.6:50010:Got exception while serving  to /10.251.214.175:,Normal
2734 WARN dfs.DataNode$DataXceiver: 10.251.111.228:50010:Got exception while serving  to /10.251.111.228:,Normal
2794 WARN dfs.DataNode$DataXceiver: 10.251.197.226:50010:Got exception while serving  to /10.251.203.166:,Normal
2661 WARN dfs.DataNode$DataXceiver: 10.250.15.198:50010:Got exception while serving  to /10.250.15.198:,Normal
2675 INFO dfs.DataNode$DataXceiver: 10.251.90.134:50010 Served block  to /10.251.90.134,Normal
2679 WARN dfs.DataNode$DataXceiver: 10.251.109.236:50010:Got exception while serving  to /10.251.74.134:,Normal
2705 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving  to /10.251.37.240:,Normal
2707 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving  to /10.251.126.255:,Normal
2712 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.251.198.33:,Normal
2719 WARN dfs.DataNode$DataXceiver: 10.251.203.246:50010:Got exception while serving  to /10.251.111.37:,Normal
2722 WARN dfs.DataNode$DataXceiver: 10.251.127.243:50010:Got exception while serving  to /10.251.91.229:,Normal
2724 WARN dfs.DataNode$DataXceiver: 10.251.127.243:50010:Got exception while serving  to /10.251.194.102:,Normal
2733 WARN dfs.DataNode$DataXceiver: 10.251.30.179:50010:Got exception while serving  to /10.250.18.114:,Normal
2735 WARN dfs.DataNode$DataXceiver: 10.251.111.228:50010:Got exception while serving  to /10.250.13.240:,Normal
2742 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.251.29.239:,Normal
2863 WARN dfs.DataNode$DataXceiver: 10.251.75.49:50010:Got exception while serving  to /10.251.42.16:,Normal
2331 WARN dfs.DataNode$DataXceiver: 10.251.39.160:50010:Got exception while serving  to /10.251.214.225:,Normal
2637 WARN dfs.DataNode$DataXceiver: 10.251.106.214:50010:Got exception while serving  to /10.250.10.213:,Normal
2669 WARN dfs.DataNode$DataXceiver: 10.251.202.181:50010:Got exception while serving  to /10.251.199.150:,Normal
2697 WARN dfs.DataNode$DataXceiver: 10.250.7.230:50010:Got exception while serving  to /10.251.31.85:,Normal
2725 WARN dfs.DataNode$DataXceiver: 10.251.214.67:50010:Got exception while serving  to /10.251.42.84:,Normal
2736 WARN dfs.DataNode$DataXceiver: 10.251.111.228:50010:Got exception while serving  to /10.250.15.101:,Normal
2739 WARN dfs.DataNode$DataXceiver: 10.250.5.237:50010:Got exception while serving  to /10.250.11.194:,Normal
2754 WARN dfs.DataNode$DataXceiver: 10.251.214.32:50010:Got exception while serving  to /10.251.194.213:,Normal
2767 WARN dfs.DataNode$DataXceiver: 10.251.66.63:50010:Got exception while serving  to /10.251.75.163:,Normal
2656 INFO dfs.DataNode$DataXceiver: 10.250.15.198:50010 Served block  to /10.250.15.198,Normal
2680 WARN dfs.DataNode$DataXceiver: 10.251.109.236:50010:Got exception while serving  to /10.251.38.214:,Normal
2717 WARN dfs.DataNode$DataXceiver: 10.251.67.113:50010:Got exception while serving  to /10.251.27.63:,Normal
2720 WARN dfs.DataNode$DataXceiver: 10.251.121.224:50010:Got exception while serving  to /10.251.106.50:,Normal
2743 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.250.18.114:,Normal
2676 WARN dfs.DataNode$DataXceiver: 10.251.67.225:50010:Got exception while serving  to /10.251.111.80:,Normal
2696 WARN dfs.DataNode$DataXceiver: 10.251.30.85:50010:Got exception while serving  to /10.251.38.214:,Normal
2725 WARN dfs.DataNode$DataXceiver: 10.250.13.188:50010:Got exception while serving  to /10.251.199.159:,Normal
2733 WARN dfs.DataNode$DataXceiver: 10.251.127.191:50010:Got exception while serving  to /10.251.71.146:,Normal
2735 WARN dfs.DataNode$DataXceiver: 10.251.30.6:50010:Got exception while serving  to /10.251.110.160:,Normal
2737 WARN dfs.DataNode$DataXceiver: 10.251.111.130:50010:Got exception while serving  to /10.250.19.227:,Normal
2738 WARN dfs.DataNode$DataXceiver: 10.251.111.228:50010:Got exception while serving  to /10.251.42.191:,Normal
2739 WARN dfs.DataNode$DataXceiver: 10.251.111.228:50010:Got exception while serving  to /10.251.106.37:,Normal
2745 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.251.198.196:,Normal
2746 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.251.70.211:,Normal
2757 WARN dfs.DataNode$DataXceiver: 10.251.214.32:50010:Got exception while serving  to /10.251.201.204:,Normal
2774 WARN dfs.DataNode$DataXceiver: 10.251.66.192:50010:Got exception while serving  to /10.251.66.192:,Normal
2683 INFO dfs.DataNode$DataXceiver: 10.251.65.237:50010 Served block  to /10.251.65.237,Normal
2689 WARN dfs.DataNode$DataXceiver: 10.250.10.223:50010:Got exception while serving  to /10.251.202.134:,Normal
2696 WARN dfs.DataNode$DataXceiver: 10.251.31.180:50010:Got exception while serving  to /10.251.71.193:,Normal
2716 INFO dfs.DataNode$DataXceiver: 10.251.121.224:50010 Served block  to /10.251.121.224,Normal
2716 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.251.30.101:,Normal
2759 WARN dfs.DataNode$DataXceiver: 10.250.17.225:50010:Got exception while serving  to /10.251.107.98:,Normal
2787 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.197.226,Normal
2685 WARN dfs.DataNode$DataXceiver: 10.251.90.134:50010:Got exception while serving  to /10.251.110.160:,Normal
2705 WARN dfs.DataNode$DataXceiver: 10.251.74.227:50010:Got exception while serving  to /10.250.15.240:,Normal
2721 WARN dfs.DataNode$DataXceiver: 10.251.31.242:50010:Got exception while serving  to /10.251.107.98:,Normal
2777 WARN dfs.DataNode$DataXceiver: 10.251.66.192:50010:Got exception while serving  to /10.251.90.81:,Normal
2667 WARN dfs.DataNode$DataXceiver: 10.251.127.47:50010:Got exception while serving  to /10.251.203.166:,Normal
2668 WARN dfs.DataNode$DataXceiver: 10.251.127.47:50010:Got exception while serving  to /10.251.122.38:,Normal
2678 WARN dfs.DataNode$DataXceiver: 10.251.31.160:50010:Got exception while serving  to /10.250.10.6:,Normal
2734 WARN dfs.DataNode$DataXceiver: 10.251.39.144:50010:Got exception while serving  to /10.251.214.32:,Normal
2638 WARN dfs.DataNode$DataXceiver: 10.251.30.134:50010:Got exception while serving  to /10.251.193.224:,Normal
2674 WARN dfs.DataNode$DataXceiver: 10.251.194.102:50010:Got exception while serving  to /10.251.106.214:,Normal
2681 WARN dfs.DataNode$DataXceiver: 10.251.31.160:50010:Got exception while serving  to /10.251.106.214:,Normal
2687 WARN dfs.DataNode$DataXceiver: 10.251.90.134:50010:Got exception while serving  to /10.251.214.18:,Normal
2702 WARN dfs.DataNode$DataXceiver: 10.251.73.188:50010:Got exception while serving  to /10.251.199.245:,Normal
2711 INFO dfs.DataNode$DataXceiver: 10.251.67.113:50010 Served block  to /10.251.67.113,Normal
2719 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.251.43.115:,Normal
2682 WARN dfs.DataNode$DataXceiver: 10.251.31.160:50010:Got exception while serving  to /10.251.43.192:,Normal
2709 WARN dfs.DataNode$DataXceiver: 10.251.70.211:50010:Got exception while serving  to /10.251.198.196:,Normal
2715 WARN dfs.DataNode$DataXceiver: 10.251.111.80:50010:Got exception while serving  to /10.251.125.193:,Normal
2754 WARN dfs.DataNode$DataXceiver: 10.251.66.3:50010:Got exception while serving  to /10.251.30.179:,Normal
2785 WARN dfs.DataNode$DataXceiver: 10.250.17.177:50010:Got exception while serving  to /10.250.17.177:,Normal
2703 WARN dfs.DataNode$DataXceiver: 10.251.65.237:50010:Got exception while serving  to /10.250.6.214:,Normal
2723 WARN dfs.DataNode$DataXceiver: 10.250.10.100:50010:Got exception while serving  to /10.251.30.179:,Normal
2750 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.251.201.204:,Normal
2761 WARN dfs.DataNode$DataXceiver: 10.251.214.32:50010:Got exception while serving  to /10.251.126.5:,Normal
2694 WARN dfs.DataNode$DataXceiver: 10.250.10.223:50010:Got exception while serving  to /10.251.67.4:,Normal
2789 WARN dfs.DataNode$DataXceiver: 10.250.17.177:50010:Got exception while serving  to /10.251.30.85:,Normal
2686 INFO dfs.DataNode$DataXceiver: 10.250.10.223:50010 Served block  to /10.250.10.223,Normal
2724 WARN dfs.DataNode$DataXceiver: 10.251.31.242:50010:Got exception while serving  to /10.251.31.242:,Normal
2771 WARN dfs.DataNode$DataXceiver: 10.251.42.9:50010:Got exception while serving  to /10.250.14.143:,Normal
2688 WARN dfs.DataNode$DataXceiver: 10.251.215.50:50010:Got exception while serving  to /10.251.194.147:,Normal
2710 WARN dfs.DataNode$DataXceiver: 10.251.71.16:50010:Got exception while serving  to /10.251.71.16:,Normal
2712 WARN dfs.DataNode$DataXceiver: 10.250.15.101:50010:Got exception while serving  to /10.251.42.207:,Normal
2741 WARN dfs.DataNode$DataXceiver: 10.251.111.130:50010:Got exception while serving  to /10.251.214.18:,Normal
2756 WARN dfs.DataNode$DataXceiver: 10.251.66.3:50010:Got exception while serving  to /10.251.66.3:,Normal
2766 INFO dfs.DataNode$DataXceiver: 10.251.66.192:50010 Served block  to /10.251.66.192,Normal
2666 WARN dfs.DataNode$DataXceiver: 10.250.15.198:50010:Got exception while serving  to /10.251.90.81:,Normal
2666 WARN dfs.DataNode$DataXceiver: 10.251.199.245:50010:Got exception while serving  to /10.251.67.225:,Normal
2683 INFO dfs.DataNode$DataXceiver: 10.251.215.50:50010 Served block  to /10.251.215.50,Normal
2728 WARN dfs.DataNode$DataXceiver: 10.251.203.246:50010:Got exception while serving  to /10.251.203.246:,Normal
2746 WARN dfs.DataNode$DataXceiver: 10.250.5.237:50010:Got exception while serving  to /10.251.127.191:,Normal
2675 WARN dfs.DataNode$DataXceiver: 10.251.202.181:50010:Got exception while serving  to /10.250.15.67:,Normal
2725 WARN dfs.DataNode$DataXceiver: 10.251.121.224:50010:Got exception while serving  to /10.251.121.224:,Normal
2643 WARN dfs.DataNode$DataXceiver: 10.251.106.214:50010:Got exception while serving  to /10.251.199.86:,Normal
2692 WARN dfs.DataNode$DataXceiver: 10.251.215.50:50010:Got exception while serving  to /10.251.43.21:,Normal
2693 WARN dfs.DataNode$DataXceiver: 10.251.215.50:50010:Got exception while serving  to /10.251.30.101:,Normal
2705 WARN dfs.DataNode$DataXceiver: 10.250.5.161:50010:Got exception while serving  to /10.251.65.203:,Normal
2715 WARN dfs.DataNode$DataXceiver: 10.250.7.146:50010:Got exception while serving  to /10.251.215.16:,Normal
2742 WARN dfs.DataNode$DataXceiver: 10.250.19.16:50010:Got exception while serving  to /10.251.91.159:,Normal
2696 INFO dfs.DataNode$DataXceiver: 10.251.194.147:50010 Served block  to /10.251.194.147,Normal
2726 WARN dfs.DataNode$DataXceiver: 10.251.199.225:50010:Got exception while serving  to /10.251.91.159:,Normal
2727 WARN dfs.DataNode$DataXceiver: 10.251.121.224:50010:Got exception while serving  to /10.250.7.230:,Normal
2729 WARN dfs.DataNode$DataXceiver: 10.250.10.100:50010:Got exception while serving  to /10.250.10.100:,Normal
2672 WARN dfs.DataNode$DataXceiver: 10.251.199.245:50010:Got exception while serving  to /10.251.199.245:,Normal
2674 WARN dfs.DataNode$DataXceiver: 10.251.199.150:50010:Got exception while serving  to /10.251.42.246:,Normal
2675 WARN dfs.DataNode$DataXceiver: 10.251.127.47:50010:Got exception while serving  to /10.250.11.85:,Normal
2755 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.251.198.196:,Normal
2776 WARN dfs.DataNode$DataXceiver: 10.251.42.9:50010:Got exception while serving  to /10.251.194.129:,Normal
2783 WARN dfs.DataNode$DataXceiver: 10.251.74.192:50010:Got exception while serving  to /10.251.74.192:,Normal
2747 WARN dfs.DataNode$DataXceiver: 10.251.111.228:50010:Got exception while serving  to /10.251.74.227:,Normal
2775 WARN dfs.DataNode$DataXceiver: 10.251.66.63:50010:Got exception while serving  to /10.251.66.63:,Normal
2707 WARN dfs.DataNode$DataXceiver: 10.250.5.161:50010:Got exception while serving  to /10.251.70.112:,Normal
2708 WARN dfs.DataNode$DataXceiver: 10.251.65.237:50010:Got exception while serving  to /10.251.105.189:,Normal
2879 WARN dfs.DataNode$DataXceiver: 10.251.75.49:50010:Got exception while serving  to /10.251.75.49:,Normal
2674 WARN dfs.DataNode$DataXceiver: 10.251.199.19:50010:Got exception while serving  to /10.250.11.53:,Normal
2685 WARN dfs.DataNode$DataXceiver: 10.251.67.225:50010:Got exception while serving  to /10.251.70.211:,Normal
2728 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.251.26.8:,Normal
2729 WARN dfs.DataNode$DataXceiver: 10.251.43.115:50010:Got exception while serving  to /10.251.43.115:,Normal
2731 WARN dfs.DataNode$DataXceiver: 10.251.199.225:50010:Got exception while serving  to /10.251.35.1:,Normal
2733 WARN dfs.DataNode$DataXceiver: 10.250.10.100:50010:Got exception while serving  to /10.250.10.100:,Normal
2712 WARN dfs.DataNode$DataXceiver: 10.251.65.237:50010:Got exception while serving  to /10.251.65.237:,Normal
2732 WARN dfs.DataNode$DataXceiver: 10.251.199.225:50010:Got exception while serving  to /10.251.110.8:,Normal
2744 INFO dfs.DataNode$DataXceiver: 10.251.107.196:50010 Served block  to /10.251.107.196,Normal
2788 WARN dfs.DataNode$DataXceiver: 10.251.66.192:50010:Got exception while serving  to /10.251.66.192:,Normal
2390 WARN dfs.DataNode$DataXceiver: 10.251.123.33:50010:Got exception while serving  to /10.251.71.193:,Normal
2700 WARN dfs.DataNode$DataXceiver: 10.250.10.223:50010:Got exception while serving  to /10.250.11.194:,Normal
2751 INFO dfs.DataNode$DataXceiver: 10.250.17.225:50010 Served block  to /10.250.17.225,Normal
2716 WARN dfs.DataNode$DataXceiver: 10.251.74.227:50010:Got exception while serving  to /10.251.194.102:,Normal
2722 WARN dfs.DataNode$DataXceiver: 10.251.111.80:50010:Got exception while serving  to /10.251.214.175:,Normal
2731 WARN dfs.DataNode$DataXceiver: 10.251.67.113:50010:Got exception while serving  to /10.251.67.113:,Normal
2734 WARN dfs.DataNode$DataXceiver: 10.251.199.225:50010:Got exception while serving  to /10.250.14.196:,Normal
2743 WARN dfs.DataNode$DataXceiver: 10.251.215.192:50010:Got exception while serving  to /10.251.214.225:,Normal
2752 WARN dfs.DataNode$DataXceiver: 10.251.39.144:50010:Got exception while serving  to /10.251.39.209:,Normal
2760 WARN dfs.DataNode$DataXceiver: 10.251.198.196:50010:Got exception while serving  to /10.251.126.83:,Normal
2781 WARN dfs.DataNode$DataXceiver: 10.251.42.9:50010:Got exception while serving  to /10.251.42.9:,Normal
2793 WARN dfs.DataNode$DataXceiver: 10.251.66.192:50010:Got exception while serving  to /10.250.7.32:,Normal
2884 WARN dfs.DataNode$DataXceiver: 10.251.75.49:50010:Got exception while serving  to /10.251.123.195:,Normal
2731 INFO dfs.DataNode$DataXceiver: 10.251.215.192:50010 Served block  to /10.251.215.192,Normal
2677 INFO dfs.DataNode$DataXceiver: 10.251.31.160:50010 Served block  to /10.251.31.160,Normal
2684 WARN dfs.DataNode$DataXceiver: 10.251.194.102:50010:Got exception while serving  to /10.251.71.68:,Normal
2707 WARN dfs.DataNode$DataXceiver: 10.250.7.230:50010:Got exception while serving  to /10.251.202.181:,Normal
2747 WARN dfs.DataNode$DataXceiver: 10.250.19.16:50010:Got exception while serving  to /10.250.19.16:,Normal
2691 WARN dfs.DataNode$DataXceiver: 10.251.67.225:50010:Got exception while serving  to /10.251.31.180:,Normal
2692 WARN dfs.DataNode$DataXceiver: 10.251.67.225:50010:Got exception while serving  to /10.251.107.242:,Normal
2745 WARN dfs.DataNode$DataXceiver: 10.251.30.179:50010:Got exception while serving  to /10.250.11.100:,Normal
2709 WARN dfs.DataNode$DataXceiver: 10.251.197.161:50010:Got exception while serving  to /10.251.203.149:,Normal
2718 WARN dfs.DataNode$DataXceiver: 10.251.65.237:50010:Got exception while serving  to /10.251.65.237:,Normal
